"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/list.csv?datainfo&rowcount&base_name=primates&show=ref"
"Access Time","Mon 2023-03-13 21:35:20 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","primates"
"","timerule","major"
"","taxon_status","all"
"","show","ref"
"Elapsed Time","0.00432"
"Records Found","2322"
"Records Returned","2322"
"Records:"
"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no","primary_reference"
"77101","spm","N","","0","","Kunming Institute of Zoology/National Museum of Natural History","","","","femur","both","11","table","","6 females, 5 males","Macaca mulatta","species","232541","","Macaca mulatta","species","232540","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77102","spm","N","","0","","Kunming Institute of Zoology/National Museum of Natural History","","","","tibia","both","11","table","","6 females, 5 males","Macaca mulatta","species","232541","","Macaca mulatta","species","232540","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77103","spm","N","","0","","Kunming Institute of Zoology/National Museum of Natural History","","","","fibula","both","11","table","","6 females, 5 males","Macaca mulatta","species","232541","","Macaca mulatta","species","232540","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77104","spm","N","","0","","American Museum of Natural History/Field Museum of Natural History","","","","scapula","both","3","table","","1 female, 2 males","Macaca nemestrina","species","231528","","Macaca nemestrina","species","231527","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77105","spm","N","","0","","American Museum of Natural History/Field Museum of Natural History","","","","humerus","both","3","table","","1 female, 2 males","Macaca nemestrina","species","231528","","Macaca nemestrina","species","231527","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77106","spm","N","","0","","American Museum of Natural History/Field Museum of Natural History","","","","ulna","both","3","table","","1 female, 2 males","Macaca nemestrina","species","231528","","Macaca nemestrina","species","231527","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77107","spm","N","","0","","American Museum of Natural History/Field Museum of Natural History","","","","radius","both","3","table","","1 female, 2 males","Macaca nemestrina","species","231528","","Macaca nemestrina","species","231527","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77108","spm","N","","0","","American Museum of Natural History/Field Museum of Natural History","","","","femur","both","3","table","","1 female, 2 males","Macaca nemestrina","species","231528","","Macaca nemestrina","species","231527","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77109","spm","N","","0","","American Museum of Natural History/Field Museum of Natural History","","","","tibia","both","3","table","","1 female, 2 males","Macaca nemestrina","species","231528","","Macaca nemestrina","species","231527","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77110","spm","N","","0","","American Museum of Natural History/Field Museum of Natural History","","","","fibula","both","3","table","","1 female, 2 males","Macaca nemestrina","species","231528","","Macaca nemestrina","species","231527","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77111","spm","N","","0","","Kunming Institute of Zoology","","","","scapula","both","9","table","","5 females, 4 males","Macaca thibetana","species","240323","","Macaca thibetana","species","240322","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77112","spm","N","","0","","Kunming Institute of Zoology","","","","humerus","both","9","table","","5 females, 4 males","Macaca thibetana","species","240323","","Macaca thibetana","species","240322","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77113","spm","N","","0","","Kunming Institute of Zoology","","","","ulna","both","9","table","","5 females, 4 males","Macaca thibetana","species","240323","","Macaca thibetana","species","240322","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77114","spm","N","","0","","Kunming Institute of Zoology","","","","radius","both","9","table","","5 females, 4 males","Macaca thibetana","species","240323","","Macaca thibetana","species","240322","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77115","spm","N","","0","","Kunming Institute of Zoology","","","","femur","both","9","table","","5 females, 4 males","Macaca thibetana","species","240323","","Macaca thibetana","species","240322","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77116","spm","N","","0","","Kunming Institute of Zoology","","","","tibia","both","9","table","","5 females, 4 males","Macaca thibetana","species","240323","","Macaca thibetana","species","240322","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77117","spm","N","","0","","Kunming Institute of Zoology","","","","fibula","both","9","table","","5 females, 4 males","Macaca thibetana","species","240323","","Macaca thibetana","species","240322","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77118","spm","N","","0","","Powell-Cotton Museum","","","","scapula","both","2","table","","1 female, 1 male","Mandrillus leucophaeus","species","232590","","Mandrillus leucophaeus","species","232575","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77119","spm","N","","0","","Powell-Cotton Museum","","","","humerus","both","2","table","","1 female, 1 male","Mandrillus leucophaeus","species","232590","","Mandrillus leucophaeus","species","232575","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77120","spm","N","","0","","Powell-Cotton Museum","","","","ulna","both","2","table","","1 female, 1 male","Mandrillus leucophaeus","species","232590","","Mandrillus leucophaeus","species","232575","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77121","spm","N","","0","","Powell-Cotton Museum","","","","radius","both","2","table","","1 female, 1 male","Mandrillus leucophaeus","species","232590","","Mandrillus leucophaeus","species","232575","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77122","spm","N","","0","","Powell-Cotton Museum","","","","femur","both","2","table","","1 female, 1 male","Mandrillus leucophaeus","species","232590","","Mandrillus leucophaeus","species","232575","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77123","spm","N","","0","","Powell-Cotton Museum","","","","tibia","both","2","table","","1 female, 1 male","Mandrillus leucophaeus","species","232590","","Mandrillus leucophaeus","species","232575","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77124","spm","N","","0","","Powell-Cotton Museum","","","","fibula","both","2","table","","1 female, 1 male","Mandrillus leucophaeus","species","232590","","Mandrillus leucophaeus","species","232575","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77125","spm","N","","0","","Cleveland Museum of Natural History/National Museum of Natural History","","","","scapula","both","7","table","","3 females, 4 males","Papio hamadryas","species","232436","","Papio hamadryas","species","104127","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77126","spm","N","","0","","Cleveland Museum of Natural History/National Museum of Natural History","","","","humerus","both","7","table","","3 females, 4 males","Papio hamadryas","species","232436","","Papio hamadryas","species","104127","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77127","spm","N","","0","","Cleveland Museum of Natural History/National Museum of Natural History","","","","ulna","both","7","table","","3 females, 4 males","Papio hamadryas","species","232436","","Papio hamadryas","species","104127","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77128","spm","N","","0","","Cleveland Museum of Natural History/National Museum of Natural History","","","","radius","both","7","table","","3 females, 4 males","Papio hamadryas","species","232436","","Papio hamadryas","species","104127","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77129","spm","N","","0","","Cleveland Museum of Natural History/National Museum of Natural History","","","","femur","both","7","table","","3 females, 4 males","Papio hamadryas","species","232436","","Papio hamadryas","species","104127","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77130","spm","N","","0","","Cleveland Museum of Natural History/National Museum of Natural History","","","","tibia","both","7","table","","3 females, 4 males","Papio hamadryas","species","232436","","Papio hamadryas","species","104127","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77131","spm","N","","0","","Cleveland Museum of Natural History/National Museum of Natural History","","","","fibula","both","7","table","","3 females, 4 males","Papio hamadryas","species","232436","","Papio hamadryas","species","104127","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77132","spm","N","","0","","Powell-Cotton Museum","","","","scapula","both","6","table","","3 females, 3 males","Cercocebus albigena","species","240324","recombined as","Lophocebus albigena","species","240324","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77133","spm","N","","0","","Powell-Cotton Museum","","","","humerus","both","6","table","","3 females, 3 males","Cercocebus albigena","species","240324","recombined as","Lophocebus albigena","species","240324","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
"77134","spm","N","","0","","Powell-Cotton Museum","","","","ulna","both","6","table","","3 females, 3 males","Cercocebus albigena","species","240324","recombined as","Lophocebus albigena","species","240324","","","41827","D. F. Su and N. G. Jablonski. 2009. Locomotor behavior and skeletal morphology of the odd-nosed monkeys. Folia Primatologica 80:189-219"
